English,Hausa
The mail is delayed because of the strike.,Saƙon ya yi jinkiri saboda yajin aikin.
The mailman comes around every three days.,Me aiki a gidan wayar yana zuwa duk kwana uku.
The man and the woman are eating outdoors.,Mace da namijin suna cin abinci a waje.
The man raised his hand to ask a question.,Mutumin ya ɗaga hannunsa don ya yi tambaya.
The man reading a newspaper is his father.,Mutumin da yake karanta jarida shi ne mahaifinsa.
The man said he was innocent of the crime.,Mutumin ya ce ba shi da hannu wajen aikata laifin.
The man suddenly started shooting his gun.,Mutumin ya fara harba bindigarsa ba zamto ba tsammani.
The market was flooded with foreign goods.,Kasuwar ta cika da kayayyakin ƙasashen waje.
The meaning of this sentence is ambiguous.,Ma'anar wannan jimlar ba ta fita ba.
The meeting continued late into the night.,An cigaba da yin taron a makare har cikin dare.
The meeting was put off until next Friday.,An dakatar da taron har sai Juma'a mai zuwa.
"The moment she saw me, she began laughing.","Tana hango ni, sai ta fara dariya."
"The more she talked, the more bored I got.","Tana ƙara yawaita magana, ina ƙara ƙosawa."
The mother lay beside her baby on the bed.,Uwar ta kwanta a kusa da jaririyarta a kan gado.
The movie was so sad that everybody cried.,Fim ɗin yana da ban haushi ta yadda kowa sai da ya yi kuka.
The music carried me back to my childhood.,Kiɗan ya tuna min lokacin yarintata.
The mystery of her death was never solved.,Ba a warware sirrin mutuwarta ba sam.
The news caused him to explode with anger.,Labarin ya sanya shi ya kamu da fushi.
The news of her arrival excited the crowd.,Labarin isowarta ya burge taron jama'ar.
The news soon spread all over the village.,Labarin ya yaɗu a bakiɗayan ƙauyen cikin sauri.
The number of working women is increasing.,Adadin mata da suke yin aiki yana ƙaruwa.
The old farmer did not pay him much money.,Tsohon manomin mai biya shi kuɗi masu yawa ba.
The old lady is still counting her change.,Har yanzu dattijuwar tana ƙirga canjinta.
The only language Ali can speak is French.,Yaren da Ali ya iya kaɗai shi ne Faransanci.
The only thing you need to do is go there.,Abin da kaɗai kake buƙatar yi shi ne ka je can.
The opening ceremony took place yesterday.,An gudanar da bikin buɗewar jiya.
The papers that were in the safe are gone.,Takardun da ke cikin ma'ajiyar sun ɓata.
The parents succeeded in calming him down.,Iyayen sun yi nasarar kwantar masa da hankali.
The party was all but over when I arrived.,Bikin ya kusa ƙarewa lokacin da na isa.
The party won't start until Ali gets here.,Ba za a fara bikin murnar ba har sai Ali ya isa wajen.
The patient fainted at the sight of blood.,Mara lafiyar yana ganin jini ya suma.
The pickpocket disappeared into the crowd.,Ɗan sanen ya ɓata a cikin taron jama'ar.
The picnic was called off because of rain.,An dakatar da fikinik ɗin saboda ruwan sama.
The place is worth visiting at least once.,Wurin ya cancanci a ziyarce shi ko da sau ɗaya ne.
The place where he lives is far from town.,Wurin da yake zaune ya yi nesa da gari.
The plane took off at exactly ten o'clock.,Jirgin ya tashi da misalin ƙarfe goma daidai.
The plants suffered damage from the frost.,Shukokin sun lalace sakamakon sanyi.
The plants were damaged by the late frost.,Shukokin sun lalace sakamakon sanyin baya-bayan nan.
The poem's rhyme scheme is highly complex.,Tsarin zubin waƙar yana da rikitarwa sosai.
The point is whether she will come or not.,Abin dubawa shi ne ko za ta zo ko kuma a'a.
The police arrested the suspect yesterday.,Yan sandan sun kama wanda ake zargi jiya.
The police searched for the missing child.,Yan sandan sun yi bincike na yaron da ya ɓata.
The police threatened to send her to jail.,Yan sandan sun yi barazanar aika ta kurkuku.
The police were able to find the criminal.,Yan sandan sun yi nasarar gano mai laifin.
The policeman took the knife from the boy.,Ɗan sandan ya karɓe wuƙar daga wajen yaron.
The population of this city has decreased.,Adadin mutanen wannan birnin ya ragu.
The president laughed in spite of himself.,Shugaban ƙasar ya yi dariya ba don son ransa ba.
The president's death caused great sorrow.,Mutuwar shugaban ƙasar ta janyo babbar damuwa.
The prisoner was pardoned by the governor.,Gwamnan ya yafe wa wanda aka ɗaure a kurkukun.
The problem is in that it's too expensive.,Matsalar shi ne ya yi tsada sosai.
The problem is we don't have enough money.,Matsalar shi ne ba mu da isassun kuɗaɗe.
The problem is we don't know where Ali is.,Matsalar shi ne ba mu san inda Ali yake ba.
The proof of the pudding is in the eating.,Yi a aikace ya fi yawan surutu.
The protesters demanded government reform.,Masu zanga-zangar sun buƙaci garanbawul na gwamnati.
The protesters threw stones at the police.,Masu zanga-zangar sun jefi 'yan sanda da duwatsu.
The province is rich in mineral resources.,Lardin yana da arziƙin ma'adanan ƙasa.
The provisions ran out after a short time.,Kayan amfanin sun ƙare bayan gajeren lokaci.
The question is how he will get the money.,Tambayar shi ne yaya za mu samu kuɗin.
The radio announcer had a masculine voice.,Me sanarwa a gidan rediyon na da muryar maza.
The rapid growth of the city surprised us.,Haɓakar birnin cikin ƙanƙanin lokaci ya ba mu mamaki.
The reign of Philip II lasted forty years.,Mulkin Philip na 2 ya ɗauki shekaru arba'in.
The result of the poll will be known soon.,Za a sanar da sakamakon ƙuri'un da aka kaɗa nan ba da jimawa ba.
The river's on the other side of the hill.,Kogin yana ɗaya ɓangaren na tsaunin.
The runners poured water over their heads.,Masu yin tseren sun zuba ruwa a kansu.
The satellite is in orbit around the moon.,Tauraron ɗan Adam ɗin yana kan da'ira kewaye da wata.
The scandal hurt the company's reputation.,Almundahanar ta ɓata wa kamfanin suna.
The scariest thing in life is uncertainty.,Abin da ya fi komai ban tsoro a rayuwa shi ne rashin tabbas.
The scenery around here is very beautiful.,Yanayin wannan wajen ya yi kyau sosai.
The senselessness of the act appalled him.,Rashin hankalin da aka yi na abin da aka aikata ya razana shi.
The skin is the largest organ of the body.,Fata ita ce ɓangare na jiki mafi girma.
The skirt didn't fit so I had to alter it.,"Sket ɗin bai yi daidai ba, saboda haka sai na canja shi."
The smoke alarm has never been maintained.,Ba a taɓa kulawa da na'urar tashin hayaƙin ba.
The soldiers were told never to surrender.,An shaida wa sojan cewa kada ya miƙa wuya.
The sole survivor of the crash was a baby.,Wanda ya tsira daga hatsarin kaɗai jariri ne.
The sound is coming from inside the house.,Sautin yana fitowa ne daga cikin gidan.
The spinning top skidded across the floor.,Katantanwar ta zame a kan ƙasa.
The stable is right behind the farm house.,Ginin yana saitin gidan gonar.
The station is three miles away from here.,Mil uku ne daga nan zuwa tashar.
The sun goes down by 4 p.m. in the winter.,A lokacin sanyi rana tana faɗuwa da misalin ƙarfe huɗu na yamma.
The supermarket didn't have what I wanted.,Kantin ba su da abin da nake buƙata.
The surface of the object is fairly rough.,Jikin abin yana da kaushi kaɗan.
The surviving refugees longed for freedom.,Yan gudun hijirar da suka tsira suna mararin samun 'yanci.
The tanker has only a small crew on board.,Motar tankar tana da ma'aikata 'yan kaɗan a cikinta.
The teacher answers every question we ask.,Malamin yana amsa duk tambayar da muka yi masa.
The teacher asked me a difficult question.,Malamin ya yi mini tambaya mai tsauri.
The teacher cannot have said such a thing.,Bai kamata malami ya faɗi irin wannan maganar ba.
The teacher scolded his students severely.,Malamin ya yi wa ɗalibansa faɗa mai tsanani.
The teacher was disappointed at my answer.,Malamin bai ji daɗin amsata ba.
The teacher went on talking for two hours.,Malamin ya ci gaba da yin magana tsawon sa'a biyu.
The telephone is a means of communication.,Tarho hanya ce ta sadarwa.
The telephone is essential to modern life.,Tarho abu ne mai muhimmanci a rayuwar zamani.
"The telephone was just ringing, wasn't it?","Wayar tarhon tana bugawa, ko ba haka ba ne?"
The temperature rose every day for a week.,Yanayin zafin yana ƙaruwa a koda yaushe tsawon sati.
The theme park was closed down last month.,An rufe wurin shaƙatawar wasannnin tun watan da ya gabata.
The thief fled without leaving any traces.,Ɓarawon ya gudu ba tare da barin wata alama ba.
The top of Mt. Fuji was covered with snow.,Dusar ƙanƙara ta rufe saman tsaunin Mt Fuji.
The town is two miles away from the coast.,Mil biyu ne daga bakin ruwan zuwa garin.
The traffic crept along at a snail's pace.,Cunkoson ababen hawan na tafiyar hawainiya.
The train arrived ten minutes behind time.,Jirgin ƙasan ya zo bayan minti goma daga lokacin da ya kamata ya zo.
The train was late because of an accident.,Jirgin ƙasan ya makara ne sakamakon hatsari.
The trouble is that we are short of money.,Matsalar shi ne kuɗi sun mana ƙaranci.
The truth of the matter is dawning on him.,Gaskiyar lamarin tana bayyana a gare shi.
The two stamp collectors arranged a trade.,Masu karɓar takardun shaidar su biyu sun shirya musanya.
The typhoon moved in a westerly direction.,Guguwar ta nufi ɓangaren yamma.
The vampire movie filled them with terror.,Fim ɗin masu shan jinin ya kiɗima su.
The waste of time and money is incredible.,Ɓata kuɗi da lokacin abin mamaki ne.
The water polo team practices at 5:30 a.m.,Ƙungiyar wasan polo na ruwan suna yin atisaye da misalin ƙarfe 5:30 na safe.
"The way I see it, we've got three options.","A yadda na kalli abin, muna da zaɓi uku."
The weather changes very often in England.,Yanayi yana saurin canjawa a Ingila.
The weather today is worse than yesterday.,Yanayin yau ya fi na jiya muni.
The wedding is going to be quite an event.,Bikin auren zai zama gagarumin biki.
The whole village came out to welcome him.,Duka mutanen ƙauyen sun fito don su tarbe shi.
The wounded woman was a Brazilian tourist.,Matar da ta ji rauni 'yar yawon buɗe ido ce ta ƙasar Barazil.
The young lady carried a child in her arm.,Matashiyar budurwar ta ɗauki yaron a kafaɗarta.
Their house is just opposite the bus stop.,Gidansu yana kallon tashar tsayawar motocin bas ɗin.
Their offer to buy the house was rejected.,An ƙi amincewa da tayinsu na siyan gidan.
Their voices sound similar over the phone.,Muryoyinsu na yin kama ta cikin waya.
There are a lot of tall trees in the park.,Akwai bishiyu da dama a wurin shaƙatawar.
There are cases where honesty doesn't pay.,Akwai lokutan da gaskiya ba ta biya.
There are frequently earthquakes in Japan.,Ana samun girgizar ƙasa da yawa a ƙasar Japan.
There are many good restaurants in Boston.,Akwai gidajen abinci masu kyau da dama a Boston.
There are many medieval castles in Europe.,Akwai manyan gidajen sarauta na zamanin da a Turai.
There are many ways to improve one's life.,Akwai hanyoyi da dama da mutum zai haɓaka kansa.
There are only two seasons in the tropics.,Yanayi biyu kawai ake yi a yanki mai zafi.
There are only two ways out of this house.,Hanya biyu ce kaɗai ta fita daga gidan nan.
There are sentences which everybody knows.,Akwai jimlolin da kowa ya san su.
There are still people who are illiterate.,Har yanzu akwai mutane marasa ilimi.
There is a big stack of mail on the table.,Akwai tarin wasiƙu a kan teburi.
There is a book about dancing on the desk.,Akwai littafi wanda ke magana a kan rawa a kan teburi.
There is a bookstore in front of my house.,Akwai shagon saida littattafai a gaban gidana.
There is a good market for these articles.,Waɗannan kayayyakin suna da kasuwa mai kyau.
There is a little milk left in the bottle.,Madara kaɗan ce ta rage a cikin kwalbar.
There is a marked difference between them.,Akwai bambanci mai girma a tsakaninsu.
There is little hope that he will recover.,Akwai sa rai kaɗan cewa zai warke.
There is something about him I don't like.,Akwai wani abu dangane da shi da ba na so.
There must be another way we can help Ali?.,Shin dole akwai wata hanyar da za mu iya taimakon Ali?
There seem to be several reasons for that.,Da alamu dai akwai dalilai da dama na yin hakan.
There was a brief break in the discussion.,An samu ɗan gajeren hutu a cikin tattaunawar.
There was a rapid decline in stock prices.,Farashin hannayen jari ya faɗi warwas.
There was gunshot residue on Ali's jacket.,Akwai alamun harbin bindiga a jikin rigar Ali.
There were a lot of people in the stadium.,Akwai mutane da dama a cikin filin wasan.
There were no signs of life on the island.,Babu alamun cewa ana rayuwa a tsibirin.
There were only six people at the meeting.,Mutane shida ne kawai a wajen taron.
There were some students in the classroom.,Akwai wasu ɗaliban a cikin ajin.
There were too many people at the concert.,Akwai mutane da yawa sosai a wajen taron kaɗe-kaɗen.
There were two hundred people in the room.,Mutane ɗari biyu ne a ɗakin.
There will be no school a week from today.,Babu makaranta nan da mako ɗaya daga yau.
There's a big package on the desk for you.,Akwai wani babban fakiti a kan tebur naka ne.
There's a fine line between love and hate.,Akwai bambanci mai girma tsakanin soyayya da ƙiyayya.
There's a possibility that she'll succeed.,Akwai yiwuwar cewa za ta yi nasara.
There's hardly any coffee left in the pot.,Da wahala a samu wani kofi da ya rage a cikin tukunyar.
"There's no harm in being kissed, is there?","Babu wata cutarwa don an sumbace ka, shin akwai?"
There's no point in worrying about it now.,Babu amfanin damuwa da hakan yanzu.
There's nothing Ali hates more than lying.,Babu abin da Ali ya tsana sama da yin ƙarya.
There's nothing physically wrong with Ali?.,Shin a zahiri babu abin da yake damun Ali?
There's one more thing we need to discuss.,Akwai ƙarin abu guda ɗaya da muke buƙatar mu tattauna.
There's something strange about Ali today.,Akwai wani baƙon abu dangane da Ali yau.
There's something wrong with this machine.,Akwai wata matsalar a jikin wannan injin.
These butterflies are rare in our country.,Waɗannan malam buɗa mana littafin tsiraru ne a ƙasarmu.
These chairs are by no means satisfactory.,Babu yadda za a yi ace waɗannan kujerun su gamsar.
These goods are available to members only.,Waɗannan kayayyakin mambobi ne kaɗai za su same su.
These products are selling like hot cakes.,Ana matuƙar yin cinikin waɗannan kayayyakin.
These tools are used for building a house.,Waɗannan abubuwan ana amfani da su wajen gina gida.
