english,ewe
Many people are unfortunately victims of this sad reality @gigihab.,ame gaɖe siwo le fu kpem la nye busukpelawo le nu sioa me
"No matter the situation, Doka always manages to call on Wednesday afternoon","meka nu sie le dzɔdzɔm o la, Doka yɔna kuɖa sia kuɖa ɣetrɔ kokoko"
The 8 young entrepreneurs developed the techniques they learned during the Future Camp training in January 2019,"wɔna siwo wole zazãm la, wosrɔ̃e le camp du futur le 2019 me"
"She couldn't have done it if I hadn't used the same name everywhere,",mateŋu wɔ esia ne nye mezã ŋukɔ ɖeka le afimawo katã o
France: a lawyer appointed to head the National School of Magistracy,"Le frãse, woda nyɔnu ɖe ta na suku sime wotua senyalawo lena la ta"
Cabral Libii's promises are also directed towards the diaspora and people with disabilities.,Cabral Libii ƒeŋgbedodowo nye dutatɔwo kple amenuwɔewo tɔ
"He has shown a desire to help children discover the world and he is always there when we need him,",eɖo dzronyui be yeakpeɖe ɖeviwo ŋu eye wonɔ miaŋy ɣesiayi si miehiã
I understand everything,mese egɔme fifia
"When she saw him and the lion threatened her with his furious gaze, she ran away saying:","Esi wokpɔ dzata si do ŋɔdzi nae kple yeƒe ŋku dziŋɔawo la, esi dzo hegblɔ be,"
"I remember that day when I felt like a lump was pressing on my chest,",meɖoŋu ƒe mame alesi wole abe kpe gãɖe zi dzi nam ene
« Adaunia Nomba,Adaunia nomba
I didn't have the courage to breathe enough to calm my racing pulse.,nyemete ŋu ɖu ɖokuinye dzi o
"My literature club meeting had ended a long time ago,",nye go dodo kple nye nuŋlɔ habɔbɔ wu enu xoxo
"Poor Claude, it was hard to see",Claude nu wɔ nublanui
"If I could blush, I would have",ne mateŋu abiã la; mawɔe
"The only specific place we visited was the bund,",afi ɖeka si mieyi koe nye bund
"The day after giving birth, she was hanged","esi wodzi vi vɔ la, wode ka ve nae le ŋufɔke"
The same goes for young Muslims.,nenem wonye na mɔslɛm sɔhɛwo hãe nyen ema
ca Women seem to exist only in relation to the perception and presence of men.,nyɔnu li elabe ŋutsu li ta
"This frivolous heart faltered again in the face of Andreas and then Wulf in “Selene” by Barbara Wood,",dzi sia gbɔdzɔ le Andréas kple Wulf le « Séléné » Barbara Wood tɔ me
"Still, it is one of the major triggers of my conversion",ke hã esia hã na mertrɔ ɖe mɔslɛm ŋue
Africa cannot be considered as a whole.,Mígabu Afrika katã abe nu ɖeka ene o
This phenomenon increases citizen resignation: God is in control of everything and even the management of the country.,nusi le wɔwɔm be dumeviwo le sisim le woƒe dɔdasiwo nu....wo susu be Mawu ŋutɔe le nusianu dzi kpɔm eye wole du la kplɔm
"You have plans, you have plans",ɖoɖowo le mia sí
"I would have loved to have given myself a smartphone, or a PlayStation, at that time",adzrom ɣe ma ɣi be maƒle kaƒomɔ yeyea alo fefeɖaŋumɔ na ɖokuinye
"I also particularly liked the evolution of the character of Ugwu, Odenigbo's domestic worker.",melɔ̃ Ugwu sinye Odenigbo ƒemeɖowɔla hã nɔnɔme
I love him so much,melɔ̃e ŋutɔ
Thanks and farewell to a glorious pyrotechnician in the club’s history,akpedada kple bubu na agedola gãtɔwp dometɔ ɖeka
"But the bread was intact,",gake abolo la li
Save American Lives,miɖe amerikaviwo ƒe agbe
"Which means that the numbers are falling in the epidemic outbreaks that we have sealed off,” observes Col Mohaman",esia ɖee fia be d;loa le ɖiɖim le teƒe siwo miekpɔe le eye mide ga wonu le lae
"1-  The current system does not promote excellence but rather approximately,",egbe ɖoɖo mena gã nyenye gake ekpeaɖe ame ŋu
What forest creature could help me put this load on my head? she said again.,Nuwɔwɔ kae le gbea me atem akpe ɖe ŋu nye madro agba sia? Egabia ake.
I dive back into my phone to escape his gaze,mele nye kaƒomɔ dzi kpɔm alebe meganɔ ŋkume kpɔm nam o
I didn't have the strength to cry,nye mete ŋu fa avi o
And what?,nu kae?
“According to Aisha (may Allah be pleased with her): I said to the Prophet (may Allah's prayer and His salvation be upon him): O Messenger of Allah,mebe Allah ƒe yayra nanɔ nyagblɔɖila dzi
The cola bag rots completely from one bad kola nut slipping in or being slipped into it.,gorosako la gblẽna kemkem ɖe goro gbegblẽ ɖeka si me eme la ta
"Far from the stereotypes in Abobo, Baby Lab does wonders there in terms of training",baby Lab ɖe abobo le susu vlo si nɔa eŋu la me
"Wellesley will open doors for you,",Wellesley aʋu agbowo na mi
"He studied in France, but explains to the Commander that he does not feel more important than the other villagers in the kingdom,",egblɔ na nutomedzikpɔla be yéyi suku le Frãse gake ye mekpɔe be ye xɔasi wu ame mamlɔewo le kɔfeame o
"So no matter the obstacles on her way, she is determined to overcome them,",ke meka nu klikli siwo le mɔ dzi nɛ o la eɖoe be yeaɖu wó dzi
"No more water, Coq Batay sang sadly as he left with his head bowed","Batay, koklotsua dzi ha nublanuitɔe hede ta agu be, Tsi aɖeke meli o."
"Although we organized things on very short notice, we had 18 students on the first day and 28 on the second.","to egbɔ be miewɔ ɖoɖo la le ɣeyiɣi ʋɛ mela, ŋkeke gbãtɔ miexɔ sukuvi 48 eye evelia la 28"
"""At 9 a.m., an hour later, I decided to leave my acting role to observe the scene.""","le ga asieke me la,medzo le kpe la dzi be nye hã makpɔ fefe la"
"Thank you to all those people who continue to inspire and encourage me,",akpe na amesiwo katã kpɔtɔ le ŋusẽ domem kple siwo nye kpɔɖeŋu nam
"You have to put on the air conditioning,",Do dzo na yevubaliwoemɔ la
"it is founded on obtaining satisfaction of the economic, social and cultural rights essential to its dignity and","esɔgbe be woakpɔ gome le gadzimɔnunyawo kple hahogbenɔnɔnyawo, denunyawɔenyawo mee"
"I buy from you often, right?",Me gbɔwoé meƒlea nu le edziedzia?
You have nothing to do but rinse your cup and go to bed,nu bubu meli be nakpatsa kplu la me ayi ɖa mlɔ anyi o
"I was there with two of the oldest volunteers at the Eulis Center, Raymond Diby and Abdul-Basit Adewalé",nye kple Eulis dɔwɔƒea ƒe lɔlɔ̃nunyui dɔwɔla eve Raymond Diby kple Abdul-Basit Adewalé woe yi dua me
"“It’s going to be interesting to read, I’m salivating in anticipation.”",exlexle ado dzidzɔ na ame ŋutɔ
"The donkey, the sheep, the camel, in short, all the animals that are now domesticated said the same thing and joined the men in the village.","Tedzi, alẽ, sɔkete, kpuieko, lã siwo katã nye aƒemelãwo egbea la wɔ abe sɔ ene."
He licks his lips as he walks past me and whispers so quietly that only I can hear him.,ele nu ɖuɖɔm hafi to ŋunye eye wodo dali si nyeɖeka ko se la
"We had 7 registered a few days before the scheduled date, and one of the volunteers asked me if we were going to cancel it or not,",miexɔ ɖevi adre ƒe ŋukɔ ko le ŋukeke aɖewo do ŋugɔ eye lɔlɔnu faa dɔwɔtɔ ɖeka biam be ɖee miaɖasi le ɖoɖoa ŋua
5 – Build or renovate schools This is a bit like the pinnacle of actions you could do,5 - miatu suku alo adzra sukuwo ɖo esiae nye dɔ gãtɔ si miate ŋu awɔ
"You can read interviews with some speakers on lagozi,",miateŋu xlẽ yaʋalanuŋlɔla sia ƒe nyawo le lagozi dzi
The firefighters were quick to drop you off here.,dzotsilawo ɖabla tsɔ wo va afii
Not much,me nu gã aɖeke o
"We certainly want to be better, and we certainly enjoy it a lot,",miedi be mianye ame nyui eye wodoa dzidzɔ na mi
"People often ask me how I manage to read a lot and I always have trouble answering because for me it’s natural, normal.",nuxexlẽ sɔgbɔ dzem eyata ne wobiam be nukatae hã nyemete ŋu ɖoa eŋu o
But that was before I went to Possotomé as part of the Connexions Citoyennes project organized by CFI Coopération Médias.,esia va eme hafi mewɔ mɔzɔzɔ yi Possotomé le  Connexions Citoyennes ƒe ɖoɖo si CFI Coopération Médias ɖo ɑnyi la me.
They didn't kill me because they know I'm not a lizard like the others! »,"Wome wum o, elabe woawo ya nya be nye me nye doglo gbɔlo o."
"However, the events of recent weeks have taken away all my courage and confidence.",ke nu siwo va yi edzi le kwasiɖa siwo va yi me la ɖe vevidodo ɖesia ɖe ɖa le menye
"They fear that what they have will be taken away from them and this fear sometimes turns into hatred,",wovoa be woaxɔ nusiwo le yé wosi la eye vɔvɔ̃ sia trɔa zu domedzoé dodo
You could kill for trifles and an entire tribe would rise up to save the honor of one of its own.,woate ŋu wu ame ɖe naneke o ta eye dukɔ blibo atso abia hlɔ̃ faa
But Orange is also aware that it is not only young people who need training,orange de dzesii be menye sɔhɛwo koe dze na hehe o
"This time the caning was harsher than usual,",ameƒoƒo sia nɔ sesiẽ le mamlɔewo ŋu
"Colonel Race, an old acquaintance of Hercule Poirot, also joins the travelers","Aʋawɔla Race, Hercule xɔ̃ xoxo aɖe hã yii kpli wo"
"You can contact us via the Facebook page or at 48-11-54-54,",miateŋu yɔ mi le Facebook alo le 48 11 54 54
They thus cause the death of several people who are unable to afford their medical care.,wonana ame geɖe kuna le esi womete ŋua woƒe dɔyɔƒeyiga o la
She immediately opened the message,Eʋu nyaɖoɖa la enumake
"The nickname was given to the villainous protagonist of a film, who wore a mustache,",wona ŋukɔ ɖi kokoe ame vɔ̃ le nɔnɔme tata ɖe me si ɖo nutafu
Per month this gives “000” 000 CFA.,maxɔ ƒetu aɖeke le ɣletia nuwuwu o
"The man noticed “people watching their homes, following them and sending packages intended to intimidate them”",ebe yewokpɔ ameewo wole yewoƒe aƒe me kpɔm eye wodzea yewo yome yi aafi geɖe heɖoa agba aɖewo ɛ yewo ahedo vɔvɔ̃ na yewoe
Bad for telling him I loved him,ʋlɔe be megblɔ nae be mele elɔm
"So yes, I still have a foothold at Canal,",Ɛ megaɖo afɔ ɖeka le canal
"I have been lucky enough to receive a few awards to date and I quite like them,",mekpɔ dzidzɔ be mexɔ dzesi de ameŋuaɖewo eye melɔ̃wo sɔgbɔ
"Today there are blogs, podcasts and videos to help you learn new things, take advantage of them",nuwo le yaʋala dzi zã ɖe esia ta
"By saying yes to what is worth spending time on, we will say no to everything that is useless.","ne miele nu si le vevie ko wɔm la, esi mele vevieo la buna"
"When she cried, I laughed inside at her","ne ele avi fam la, mekonae"
We are in a world increasingly dominated by storytelling,miaƒe xexeame yɔ kple nyadzɔdzɔwo
Did it arrive directly?,etso va ziɖekaa?
"And I felt excluded from your father's life, perhaps because we don't pray together",mekpɔ ɖokuinye le aga le tɔwo ŋu elabe miedoa gbe ɖa ɖe du o
This is the last stage of mourning: the bereaved person gets better.,"ɖoƒe kpɔt,oe na vevesesea nye esia"
It was noon and I was looking for something to eat quickly before going back to class.,ga wuieve ƒo eye mele nane dim maɖu atrɔ yi suku
"But I also know people who love books as much, if not more, than me,",Ke hã medzesi ameaɖewo siwo xlẽa agbalɛwo wum
"Being smart at school requires being able to solve problems that have specific answers, within a specific time frame",tagbɔ akɔ le suku nye wɔna aɖe si hiã ŋuɖoɖo le ɣeyiɣi tɔxɛ aɖe me
"Although there were two big winners, I personally think that this very competition was a prize for all participants","To egbɔ be ame eve ɖu dzi hã la, mexɔe se be hoʋiʋli la ŋutɔ nye kpluxɔxɔ alo dziɖuɖu na ewɔlawo xoxo"
Tonight is the big night,ɣetrɔ siae nye gãtɔ
The geniuses are in an antelope-mare.,Trɔawo le ƒe ɖeka dzo ɖekɛ aɖe me
"On this occasion, Miralem Pjanic spoke to Mundo Deportivo and did not hide his joy at playing at Camp Nou this season",eye pjanic hã ɖe eƒe dzidzɔ ɖe go be yele bɔl ƒo ge le camp mu
"I did not return the greeting to my mother, who welcomed me",nyemeɖo nɔnye ƒe woezɔ doname ŋu o
I remember how we were quickly abandoned when my father's third wife gave birth to her first boy.,meɖo ŋku alesi wogble mi ɖi esi tɔnyesrɔ̃ etɔ̃lia dzi ŋutsuvi lae
"What is surprising is to cry for fictional characters as if we knew them personally,",ke nusi wɔ nuku la enye be woafavi na nuwɔla siwo miedze si o
"And over the years, Jean, you have certainly spent your time setting me up as the prototype of the father you do not want to be for your child.",eye le ƒè siawo me etsɔm abe tɔ́ ma si medi be yeanye na yevi o la ene
"No airplane mode, you have to turn everything off,","manɔ ɖoɖui zizi me o, nusianu nu ɖo la tsi"
"Tell me the secret, between us!",Gblɔe na nye ɖeka pɛ ko.
"On the other hand, with my husband, I will be sexier","vɔa ne nyekple srɔ̃nye mieli la, ekem maɖe ɖokuinye fiae faa"
We can never say enough how important it is to delegate,tsɔ nutakpɔkpɔ nɔ amewo nam
It's difficult sometimes to tell ourselves that we deserve this or that thing by analyzing our past mistakes.,esesena be miade dzesii be esia kple ekemɛ dze na mi ne miebu miatsɔme ŋu lae
"His later meeting with the rap group MAM, will help him learn the profession of Cameraman,",eƒe go dodo kple rap hadziha MAM na bewosrɔ̃ cameraman dɔ
"those who often bring us this from Djagblé could not come,",Ame siwo tsɔ nɛ tso Djagblé edziedzi na mi wo hã wo mete ŋu va o
"He worked like crazy to get good grades, even during strike periods when students stayed at home",Esrɔ̃a nu vevie ale be woate ŋu axɔ dzesi nyuitɔwo menye be sukugbegbewɔnawo nɔ edzi yim hã
I'll take you across.,Makɔ wo tso tɔ lae.
"It's a kind of tradition,",enye dekɔnu aɖe
) and push people who should be on the same side to fight each other under stupid pretexts.,eye wozia amesiwo haviwo la ŋu be woatsitre ɖe wonɔewo ŋu to ayemɔnu aɖewo dzi
"“Photos are flying from all sides, some light and others gory.”",nɔtatawo tso afi vovovowo: ɖewo nye Light eye bubuwo nye gores tɔ
"Public schools are rare in the area, and to get there, there are dangerous roads to cross",fiaha sukuwo meli fũu o eye hafi nayi la mɔa menyo o
"Seeing the pile of droppings, he jumped on it, scattered it and ate it.","Esi wokpɔ nugodoa la, edze edzi, kakɛ eye woɖui."
It’s not yet visiting time but she has a hard time saying no to this poor lady who is worried about her daughter.,game mesu na amesasrãkpɔ o gake mete le gbegbe ge na nyɔnu sia si tsi dzimaɖi ɖe via ŋu o
"“The bigger the audience, the better.”",nu nyui wonye be amewo nasɔgbɔ wu
"When you run an organization, you can be tempted to touch everything to make sure everything is done the way you want it to be.",ne ele nuta kpɔm la wodzina la nɔ ɖe sia ɖe gbɔ hena dedienɔnɔ
"A few minutes later, literally a few minutes later, his daughter called me to inform me of his death.","ke le miniti aɖewo ko megbe la, via yɔm hegblɔ eƒe kunya nam"
"During the trial, the man claimed to have distributed at least 53 kilos of marijuana through his Dream Market account",tanyae nye aɖaŋudɔwɔnuwo ƒe ameɖeɖe ɖe aga alo xɔxɔɖeme
